formatted_date,summary,precip_type,temperature_c,apparent_temperature_c,humity,wind_speed,wind_bearing,visibility,loud_cover,pressure,daily_summary
2006-04-01 00:00:00.000,Partly Cloudy,rain,9.47222222222222,7.38888888888889,0.89,14.1197,251,15.8263,0,1015.13,Partly cloudy throughout the day.
2006-04-01 01:00:00.000,Partly Cloudy,rain,9.35555555555556,7.22777777777778,0.86,14.2646,259,15.8263,0,1015.63,Partly cloudy throughout the day.
2006-04-01 02:00:00.000,Mostly Cloudy,rain,9.37777777777778,9.37777777777778,0.89,3.9284,204,14.9569,0,1015.94,Partly cloudy throughout the day.
2006-04-01 03:00:00.000,Partly Cloudy,rain,8.28888888888889,5.94444444444445,0.83,14.1036,269,15.8263,0,1016.41,Partly cloudy throughout the day.
2006-04-01 04:00:00.000,Mostly Cloudy,rain,8.75555555555555,6.97777777777778,0.83,11.0446,259,15.8263,0,1016.51,Partly cloudy throughout the day.
2006-04-01 05:00:00.000,Partly Cloudy,rain,9.22222222222222,7.11111111111111,0.85,13.9587,258,14.9569,0,1016.66,Partly cloudy throughout the day.
2006-04-01 06:00:00.000,Partly Cloudy,rain,7.73333333333333,5.52222222222222,0.95,12.3648,259,9.982,0,1016.72,Partly cloudy throughout the day.
2006-04-01 07:00:00.000,Partly Cloudy,rain,8.77222222222222,6.52777777777778,0.89,14.1519,260,9.982,0,1016.84,Partly cloudy throughout the day.
2006-04-01 08:00:00.000,Partly Cloudy,rain,10.8222222222222,10.8222222222222,0.82,11.3183,259,9.982,0,1017.37,Partly cloudy throughout the day.
2006-04-01 09:00:00.000,Partly Cloudy,rain,13.7722222222222,13.7722222222222,0.72,12.5258,279,9.982,0,1017.22,Partly cloudy throughout the day.
2006-04-01 10:00:00.000,Partly Cloudy,rain,16.0166666666667,16.0166666666667,0.67,17.5651,290,11.2056,0,1017.42,Partly cloudy throughout the day.
2006-04-01 11:00:00.000,Partly Cloudy,rain,17.1444444444444,17.1444444444444,0.54,19.7869,316,11.4471,0,1017.74,Partly cloudy throughout the day.
2006-04-01 12:00:00.000,Partly Cloudy,rain,17.8,17.8,0.55,21.9443,281,11.27,0,1017.59,Partly cloudy throughout the day.
2006-04-01 13:00:00.000,Partly Cloudy,rain,17.3333333333333,17.3333333333333,0.51,20.6885,289,11.27,0,1017.48,Partly cloudy throughout the day.
2006-04-01 14:00:00.000,Partly Cloudy,rain,18.8777777777778,18.8777777777778,0.47,15.3755,262,11.4471,0,1017.17,Partly cloudy throughout the day.
2006-04-01 15:00:00.000,Partly Cloudy,rain,18.9111111111111,18.9111111111111,0.46,10.4006,288,11.27,0,1016.47,Partly cloudy throughout the day.
2006-04-01 16:00:00.000,Partly Cloudy,rain,15.3888888888889,15.3888888888889,0.6,14.4095,251,11.27,0,1016.15,Partly cloudy throughout the day.
2006-04-01 17:00:00.000,Mostly Cloudy,rain,15.55,15.55,0.63,11.1573,230,11.4471,0,1016.17,Partly cloudy throughout the day.
2006-04-01 18:00:00.000,Mostly Cloudy,rain,14.2555555555556,14.2555555555556,0.69,8.5169,163,11.2056,0,1015.82,Partly cloudy throughout the day.
2006-04-01 19:00:00.000,Mostly Cloudy,rain,13.1444444444444,13.1444444444444,0.7,7.6314,139,11.2056,0,1015.83,Partly cloudy throughout the day.
2006-04-01 20:00:00.000,Mostly Cloudy,rain,11.55,11.55,0.77,7.3899,147,11.0285,0,1015.85,Partly cloudy throughout the day.
2006-04-01 21:00:00.000,Mostly Cloudy,rain,11.1833333333333,11.1833333333333,0.76,4.9266,160,9.982,0,1015.77,Partly cloudy throughout the day.
2006-04-01 22:00:00.000,Partly Cloudy,rain,10.1166666666667,10.1166666666667,0.79,6.6493,163,15.8263,0,1015.4,Partly cloudy throughout the day.
2006-04-01 23:00:00.000,Mostly Cloudy,rain,10.2,10.2,0.77,3.9284,152,14.9569,0,1015.51,Partly cloudy throughout the day.
2006-04-10 00:00:00.000,Partly Cloudy,rain,10.4222222222222,10.4222222222222,0.62,16.9855,150,15.8263,0,1014.4,Mostly cloudy throughout the day.
2006-04-10 01:00:00.000,Partly Cloudy,rain,9.91111111111111,7.56666666666667,0.66,17.2109,149,15.8263,0,1014.2,Mostly cloudy throughout the day.
2006-04-10 02:00:00.000,Mostly Cloudy,rain,11.1833333333333,11.1833333333333,0.8,10.8192,163,14.9569,0,1008.71,Mostly cloudy throughout the day.
2006-04-10 03:00:00.000,Partly Cloudy,rain,7.15555555555556,5.04444444444444,0.79,11.0768,180,15.8263,0,1014.47,Mostly cloudy throughout the day.
2006-04-10 04:00:00.000,Partly Cloudy,rain,6.11111111111111,4.81666666666667,0.82,6.6493,161,15.8263,0,1014.45,Mostly cloudy throughout the day.
2006-04-10 05:00:00.000,Partly Cloudy,rain,6.78888888888889,4.27222222222222,0.83,13.0088,135,14.9569,0,1014.49,Mostly cloudy throughout the day.
2006-04-10 06:00:00.000,Mostly Cloudy,rain,7.26111111111111,5.15555555555556,0.85,11.1734,141,6.1985,0,1014.52,Mostly cloudy throughout the day.
2006-04-10 07:00:00.000,Mostly Cloudy,rain,7.8,5.52777777777778,0.83,12.8156,150,8.05,0,1014.16,Mostly cloudy throughout the day.
2006-04-10 08:00:00.000,Mostly Cloudy,rain,9.87222222222223,7.93333333333333,0.78,13.7494,160,9.982,0,1014.24,Mostly cloudy throughout the day.
2006-04-10 09:00:00.000,Mostly Cloudy,rain,12.2222222222222,12.2222222222222,0.72,15.6331,150,9.982,0,1014.25,Mostly cloudy throughout the day.
2006-04-10 10:00:00.000,Mostly Cloudy,rain,15.0944444444444,15.0944444444444,0.61,17.549,151,9.982,0,1013.96,Mostly cloudy throughout the day.
2006-04-10 11:00:00.000,Mostly Cloudy,rain,17.3555555555556,17.3555555555556,0.52,22.7815,169,9.982,0,1013.85,Mostly cloudy throughout the day.
2006-04-10 12:00:00.000,Mostly Cloudy,rain,19.0055555555555,19.0055555555555,0.46,23.8924,169,9.982,0,1013.04,Mostly cloudy throughout the day.
2006-04-10 13:00:00.000,Mostly Cloudy,rain,20.0444444444444,20.0444444444444,0.4,28.3682,170,9.982,0,1012.22,Mostly cloudy throughout the day.
2006-04-10 14:00:00.000,Mostly Cloudy,rain,21.05,21.05,0.4,26.9031,187,10.3523,0,1011.44,Mostly cloudy throughout the day.
2006-04-10 15:00:00.000,Mostly Cloudy,rain,21.1833333333333,21.1833333333333,0.37,25.6956,179,9.982,0,1010.52,Mostly cloudy throughout the day.
2006-04-10 16:00:00.000,Mostly Cloudy,rain,20.1166666666667,20.1166666666667,0.4,25.3092,162,9.982,0,1009.83,Mostly cloudy throughout the day.
2006-04-10 17:00:00.000,Mostly Cloudy,rain,20.2166666666667,20.2166666666667,0.36,18.1125,161,10.3523,0,1009.26,Mostly cloudy throughout the day.
2006-04-10 18:00:00.000,Mostly Cloudy,rain,20,20,0.43,23.4255,160,9.982,0,1008.76,Mostly cloudy throughout the day.
2006-04-10 19:00:00.000,Mostly Cloudy,rain,17.8,17.8,0.5,20.0445,150,11.2056,0,1008.36,Mostly cloudy throughout the day.
2006-04-10 20:00:00.000,Mostly Cloudy,rain,16.0611111111111,16.0611111111111,0.53,21.3969,149,9.982,0,1008.11,Mostly cloudy throughout the day.
2006-04-10 21:00:00.000,Mostly Cloudy,rain,15.0222222222222,15.0222222222222,0.55,21.3808,159,9.982,0,1008.15,Mostly cloudy throughout the day.
2006-04-10 22:00:00.000,Overcast,rain,14.4222222222222,14.4222222222222,0.58,20.0123,159,15.8263,0,1007.85,Mostly cloudy throughout the day.
2006-04-10 23:00:00.000,Overcast,rain,14.2555555555556,14.2555555555556,0.59,16.5025,168,14.9569,0,1007.89,Mostly cloudy throughout the day.
2006-04-11 00:00:00.000,Overcast,rain,13.7722222222222,13.7722222222222,0.6,17.0982,160,15.8263,0,1007.36,Foggy in the evening.
2006-04-11 01:00:00.000,Overcast,rain,13.2833333333333,13.2833333333333,0.63,14.3612,160,15.8263,0,1007.26,Foggy in the evening.
2006-04-11 02:00:00.000,Overcast,rain,8.63333333333333,5.46666666666667,0.87,22.0409,32,6.6976,0,1005.1,Foggy in the evening.
2006-04-11 03:00:00.000,Overcast,rain,11.25,11.25,0.83,11.3344,152,15.8263,0,1007.01,Foggy in the evening.
2006-04-11 04:00:00.000,Overcast,rain,11.1833333333333,11.1833333333333,0.89,11.2056,180,9.9015,0,1006.73,Foggy in the evening.
2006-04-11 05:00:00.000,Overcast,rain,10.6944444444444,10.6944444444444,0.95,10.4006,161,6.6976,0,1006.59,Foggy in the evening.
2006-04-11 06:00:00.000,Mostly Cloudy,rain,11.1111111111111,11.1111111111111,0.93,12.0106,140,5.9731,0,1006.34,Foggy in the evening.
2006-04-11 07:00:00.000,Mostly Cloudy,rain,11.1111111111111,11.1111111111111,0.93,9.2092,103,10.8031,0,1006.09,Foggy in the evening.
2006-04-11 08:00:00.000,Partly Cloudy,rain,12.1666666666667,12.1666666666667,0.82,9.9015,113,10.6743,0,1005.97,Foggy in the evening.
2006-04-11 09:00:00.000,Partly Cloudy,rain,12.7555555555556,12.7555555555556,0.79,13.8299,129,10.8192,0,1005.63,Foggy in the evening.
2006-04-11 10:00:00.000,Partly Cloudy,rain,13.8388888888889,13.8388888888889,0.84,9.0965,159,10.8192,0,1005.83,Foggy in the evening.
2006-04-11 11:00:00.000,Partly Cloudy,rain,16.1833333333333,16.1833333333333,0.73,0.644,207,10.7548,0,1005.97,Foggy in the evening.
2006-04-11 12:00:00.000,Mostly Cloudy,rain,17.5166666666667,17.5166666666667,0.67,0.6762,153,10.8997,0,1005.64,Foggy in the evening.
2006-04-11 13:00:00.000,Mostly Cloudy,rain,17.3833333333333,17.3833333333333,0.67,3.864,4,10.8514,0,1005.2,Foggy in the evening.
2006-04-11 14:00:00.000,Mostly Cloudy,rain,17.3611111111111,17.3611111111111,0.71,7.8246,341,11.0768,0,1005.1,Foggy in the evening.
2006-04-11 15:00:00.000,Mostly Cloudy,rain,17.2055555555556,17.2055555555556,0.74,15.5848,15,10.8514,0,1004.65,Foggy in the evening.
2006-04-11 16:00:00.000,Mostly Cloudy,rain,15.6333333333333,15.6333333333333,0.81,23.6992,348,10.8836,0,1004.04,Foggy in the evening.
2006-04-11 17:00:00.000,Overcast,rain,13.5777777777778,13.5777777777778,0.9,20.9622,321,7.6153,0,1004.08,Foggy in the evening.
2006-04-11 18:00:00.000,Foggy,rain,10.9111111111111,10.9111111111111,0.86,22.3951,311,2.6565,0,1004.61,Foggy in the evening.
2006-04-11 19:00:00.000,Foggy,rain,8.8,5.29444444444445,0.99,26.5006,339,2.6565,0,1004.99,Foggy in the evening.
2006-04-11 20:00:00.000,Overcast,rain,8.96111111111111,5.77777777777778,0.93,23.2162,340,3.8157,0,1004.85,Foggy in the evening.
2006-04-11 21:00:00.000,Overcast,rain,8.2,4.60555555555556,0.96,25.4219,330,4.4919,0,1004.96,Foggy in the evening.
2006-04-11 22:00:00.000,Overcast,rain,7.68888888888889,3.72222222222222,0.96,28.1267,339,4.4436,0,1005.14,Foggy in the evening.
2006-04-11 23:00:00.000,Overcast,rain,7.76666666666666,4.65,0.96,19.2878,339,5.6833,0,1005.05,Foggy in the evening.
2006-04-12 00:00:00.000,Foggy,rain,8.2,5.07222222222222,0.96,20.447,341,3.1073,0,1004.8,Foggy overnight and breezy in the morning.
2006-04-12 01:00:00.000,Foggy,rain,8.17777777777778,4.37222222222222,0.93,27.8691,19,3.2039,0,1004.89,Foggy overnight and breezy in the morning.
2006-04-12 02:00:00.000,Mostly Cloudy,rain,7.31111111111111,6.18333333333333,0.82,6.7459,277,14.0553,0,1007,Foggy overnight and breezy in the morning.
2006-04-12 03:00:00.000,Overcast,rain,7.64444444444444,5.03888888888889,0.93,14.9086,9,6.118,0,1004.3,Foggy overnight and breezy in the morning.
2006-04-12 04:00:00.000,Overcast,rain,6.62222222222222,2.61666666666667,0.93,25.0355,0,6.118,0,1003.68,Foggy overnight and breezy in the morning.
2006-04-12 05:00:00.000,Overcast,rain,6.68333333333333,3.22222222222222,0.93,19.8352,350,6.1663,0,1003.86,Foggy overnight and breezy in the morning.
2006-04-12 06:00:00.000,Overcast,rain,6.08888888888889,1.65,0.93,28.0945,349,7.9695,0,1003.57,Foggy overnight and breezy in the morning.
2006-04-12 07:00:00.000,Overcast,rain,6.06666666666667,1.63333333333333,0.93,27.9818,348,6.3434,0,1003.96,Foggy overnight and breezy in the morning.
2006-04-12 08:00:00.000,Breezy and Mostly Cloudy,rain,6.14444444444445,1.49444444444444,0.93,30.8637,349,10.5455,0,1004.1,Foggy overnight and breezy in the morning.
2006-04-12 09:00:00.000,Breezy and Mostly Cloudy,rain,7.13333333333334,2.68888888888889,0.8,32.1678,349,11.2056,0,1004.26,Foggy overnight and breezy in the morning.
2006-04-12 10:00:00.000,Overcast,rain,7.20555555555556,3.23333333333333,0.86,26.5328,339,11.27,0,1004.18,Foggy overnight and breezy in the morning.
2006-04-12 11:00:00.000,Mostly Cloudy,rain,7.56666666666667,3.54444444444445,0.84,28.336,339,10.5455,0,1004.23,Foggy overnight and breezy in the morning.
2006-04-12 12:00:00.000,Mostly Cloudy,rain,8.9,5.16111111111111,0.77,29.8333,348,11.27,0,1004.47,Foggy overnight and breezy in the morning.
2006-04-12 13:00:00.000,Mostly Cloudy,rain,9.96111111111111,6.64444444444445,0.71,28.4809,339,11.27,0,1004.52,Foggy overnight and breezy in the morning.
2006-04-12 14:00:00.000,Mostly Cloudy,rain,9.88888888888889,6.55,0.71,28.5131,338,11.0768,0,1004.29,Foggy overnight and breezy in the morning.
2006-04-12 15:00:00.000,Mostly Cloudy,rain,11.0666666666667,11.0666666666667,0.71,25.6956,320,11.27,0,1003.93,Foggy overnight and breezy in the morning.
2006-04-12 16:00:00.000,Overcast,rain,10.1166666666667,10.1166666666667,0.76,25.3414,311,11.27,0,1004,Foggy overnight and breezy in the morning.
2006-04-12 17:00:00.000,Overcast,rain,11.0388888888889,11.0388888888889,0.66,21.413,311,9.982,0,1004.3,Foggy overnight and breezy in the morning.
2006-04-12 18:00:00.000,Overcast,rain,10.65,10.65,0.7,17.8549,310,14.9086,0,1004,Foggy overnight and breezy in the morning.
2006-04-12 19:00:00.000,Overcast,rain,10.05,10.05,0.7,15.1984,328,9.982,0,1004.39,Foggy overnight and breezy in the morning.
2006-04-12 20:00:00.000,Mostly Cloudy,rain,9.9,7.71666666666667,0.66,15.7297,348,11.0285,0,1005.48,Foggy overnight and breezy in the morning.
2006-04-12 21:00:00.000,Overcast,rain,8.79444444444444,6.81666666666667,0.71,12.3648,20,9.982,0,1005.89,Foggy overnight and breezy in the morning.
2006-04-12 22:00:00.000,Mostly Cloudy,rain,7.82777777777778,5.40555555555555,0.72,13.8943,28,15.8263,0,1006.37,Foggy overnight and breezy in the morning.
2006-04-12 23:00:00.000,Overcast,rain,7.85555555555556,6.12222222222222,0.72,9.8049,11,15.0052,0,1006.56,Foggy overnight and breezy in the morning.
2006-04-13 00:00:00.000,Mostly Cloudy,rain,7.31666666666667,6.21111111111111,0.75,6.6654,326,15.8746,0,1007.07,Overcast throughout the day.
2006-04-13 01:00:00.000,Overcast,rain,7.24444444444444,6.00555555555556,0.75,7.1162,309,15.8746,0,1007.37,Overcast throughout the day.
2006-04-13 02:00:00.000,Partly Cloudy,rain,5.43888888888889,5.43888888888889,0.88,3.7191,193,9.982,0,1012.23,Overcast throughout the day.
